timestamp,timestamp_sample,switch_changes,mode_slot,arm_switch,return_switch,loiter_switch,offboard_switch,kill_switch,gear_switch,transition_switch,mode_switch,man_switch,acro_switch,stab_switch,posctl_switch
17792107,17784037,4,1,1,0,0,0,3,0,0,0,0,0,0,0
18792114,18784558,4,1,1,0,0,0,3,0,0,0,0,0,0,0
19792116,19780037,4,1,1,0,0,0,3,0,0,0,0,0,0,0
19824292,19816037,5,4,1,0,0,0,3,0,0,0,0,0,0,0
20833762,20824037,5,4,1,0,0,0,3,0,0,0,0,0,0,0
21840210,21833105,5,4,1,0,0,0,3,0,0,0,0,0,0,0
22848115,22840037,5,4,1,0,0,0,3,0,0,0,0,0,0,0
23848286,23840323,5,4,1,0,0,0,3,0,0,0,0,0,0,0
24856117,24848037,5,4,1,0,0,0,3,0,0,0,0,0,0,0
25856340,25848037,5,4,1,0,0,0,3,0,0,0,0,0,0,0
26864203,26856040,5,4,1,0,0,0,3,0,0,0,0,0,0,0
27872262,27864037,5,4,1,0,0,0,3,0,0,0,0,0,0,0
28881086,28872176,5,4,1,0,0,0,3,0,0,0,0,0,0,0
29888114,29880177,5,4,1,0,0,0,3,0,0,0,0,0,0,0
30889075,30880244,5,4,1,0,0,0,3,0,0,0,0,0,0,0
31896106,31888093,5,4,1,0,0,0,3,0,0,0,0,0,0,0
32904105,32892454,5,4,1,0,0,0,3,0,0,0,0,0,0,0
33912426,33900782,5,4,1,0,0,0,3,0,0,0,0,0,0,0
34920253,34912037,5,4,1,0,0,0,3,0,0,0,0,0,0,0
35929324,35920047,5,4,1,0,0,0,3,0,0,0,0,0,0,0
36936104,36928253,5,4,1,0,0,0,3,0,0,0,0,0,0,0
37944118,37932622,5,4,1,0,0,0,3,0,0,0,0,0,0,0
38952149,38940946,5,4,1,0,0,0,3,0,0,0,0,0,0,0
39960535,39952037,5,4,1,0,0,0,3,0,0,0,0,0,0,0
40968412,40960037,5,4,1,0,0,0,3,0,0,0,0,0,0,0
41973742,41968037,5,4,1,0,0,0,3,0,0,0,0,0,0,0
42660252,42653150,6,6,1,0,0,0,3,0,0,0,0,0,0,0
43668111,43660080,6,6,1,0,0,0,3,0,0,0,0,0,0,0
44668303,44656037,6,6,1,0,0,0,3,0,0,0,0,0,0,0
45676107,45664037,6,6,1,0,0,0,3,0,0,0,0,0,0,0
46684115,46672037,6,6,1,0,0,0,3,0,0,0,0,0,0,0
47693171,47680037,6,6,1,0,0,0,3,0,0,0,0,0,0,0
48700167,48688059,6,6,1,0,0,0,3,0,0,0,0,0,0,0
49708311,49696037,6,6,1,0,0,0,3,0,0,0,0,0,0,0
50716167,50705220,6,6,1,0,0,0,3,0,0,0,0,0,0,0
