timestamp,timestamp_sample,device_id,x,y,z,temperature,error_count,samples
558610559,558610174,3801098,0.10205233,0.08351673,0.029134983,40.667076,0,10
559612051,559611651,3801098,-0.08873653,0.04032026,0.011291803,40.520195,0,10
560612263,560611878,3801098,-0.09933591,0.114089824,-0.022690132,40.618114,0,10
561609998,561609606,3801098,0.084741786,0.0598146,-0.011291803,40.618114,0,10
562611469,562611078,3801098,0.07643273,0.109988555,0.0061252704,40.520195,0,10
563612946,563612548,3801098,-0.02130529,0.021358551,-0.028122982,40.471237,0,10
564609412,564609020,3801098,0.031372037,0.017310547,0.05784386,40.324356,0,10
565610875,565610487,3801098,-0.018642128,-0.10641992,0.036272254,40.373318,0,10
566611092,566610705,3801098,-0.0948618,0.021624869,0.007829694,40.324356,0,10
567613813,567613415,3801098,0.04628574,5.3263222e-05,-0.023702133,40.520195,0,10
